更新时间,#genre#
CCTV04,http://27.41.245.129:9003//hls/7/index.m3u8
CCTV04,http://27.41.246.172:9003//hls/7/index.m3u8
CCTV04,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv4
CCTV06,http://111.193.238.245:8888/rtp/239.3.1.174:8001
CCTV06,http://114.246.97.142:4000/rtp/239.3.1.174:8001
CCTV06,http://118.81.107.31:9999/tsfile/live/0006_1.m3u8
CCTV06,http://171.213.129.144:4022/udp/239.93.1.13:2226
CCTV06,http://27.151.176.131:4022/rtp/239.61.3.36:9734
CCTV06,http://27.41.245.129:9003//hls/9/index.m3u8
CCTV06,http://27.41.246.172:9003//hls/9/index.m3u8
CCTV06,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv6
CCTV07,http://114.246.97.142:4000/rtp/239.3.1.61:8104
CCTV07,http://118.255.77.14:8887/udp/239.76.253.157:9000
CCTV07,http://118.81.107.31:9999/tsfile/live/0007_1.m3u8
CCTV07,http://171.213.129.144:4022/udp/239.93.1.67:5140
CCTV07,http://27.151.176.131:4022/rtp/239.61.2.175:9038
CCTV07,http://27.41.245.129:9003//hls/10/index.m3u8
CCTV07,http://27.41.246.172:9003//hls/10/index.m3u8
CCTV07,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv7
CCTV08,http://113.13.243.53:4022/udp/239.81.0.234:4056
CCTV08,http://114.246.97.142:4000/rtp/239.3.1.175:8001
CCTV08,http://118.255.77.14:8887/udp/239.76.253.158:9000
CCTV08,http://118.81.107.31:9999/tsfile/live/0008_1.m3u8
CCTV08,http://171.213.129.144:4022/udp/239.93.42.39:5140
CCTV08,http://223.241.247.214:9901/tsfile/live/0001_41.m3u8?key=txiptv&playlive=0&authid=0
CCTV08,http://27.151.176.131:4022/rtp/239.61.3.37:9740
CCTV08,http://27.41.245.129:9003//hls/11/index.m3u8
CCTV08,http://27.41.246.172:9003//hls/11/index.m3u8
CCTV08,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv8
CCTV09,http://113.13.243.53:4022/udp/239.81.0.117:4056
CCTV09,http://113.13.243.53:4022/udp/239.81.0.21:4056
CCTV09,http://114.246.97.142:4000/rtp/239.3.1.62:8112
CCTV09,http://118.255.77.14:8887/udp/239.76.253.159:9000
CCTV09,http://118.81.107.31:9999/tsfile/live/0009_1.m3u8
CCTV09,http://171.213.129.144:4022/udp/239.93.1.24:5140
CCTV09,http://1b6467f415.iok.la:9931/tsfile/live/1029_1.m3u8
CCTV09,http://27.151.176.131:4022/rtp/239.61.2.172:9020
CCTV09,http://27.41.245.129:9003//hls/12/index.m3u8
CCTV09,http://27.41.246.172:9003//hls/12/index.m3u8
CCTV09,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv9
CCTV1 (1080p),http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?Contentid=reallive-hdcctv1&channel-id=ystenlive&livemode=1&stbId=3
CCTV1 (576p),http://117.161.133.51:81/gitv_live/G_CCTV-1/G_CCTV-1.m3u8
CCTV1 综合「IPV6」,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV1,P2p://generationnexxxt.com:19806/01803b4a49244bbeb8ae6a184892e94c
CCTV1,P2p://generationnexxxt.com:19806/cff3529e8cf64e3195f997c50b5052e6
CCTV1,http://1.25.90.53:4022/udp/239.125.2.66:4120
CCTV1,http://1.83.124.181:8888/rtp/239.112.205.59:5140
CCTV1,http://101.65.32.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://106.120.14.74:2333/udp/225.1.8.1:8008
CCTV1,http://110.178.52.111:8085/udp/239.1.1.7:8007
CCTV1,http://110.241.188.219:808/hls/1/index.m3u8
CCTV1,http://110.7.130.160:8096/tsfile/live/0001_1.m3u8
CCTV1,http://111.123.105.133:8881/rtp/238.255.2.91:5999
CCTV1,http://111.193.225.167:8888/rtp/239.3.1.129:8008
CCTV1,http://111.199.232.88:18888/rtp/239.3.1.129:8008
CCTV1,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/6000000001000029752/1.m3u8?channel-id=wasusyt&Contentid=6000000001000029752&livemode=1&stbId=3
CCTV1,http://113.109.251.4:9999/udp/239.77.1.17:5146
CCTV1,http://113.120.46.204:8123/udp/239.21.1.120:5002
CCTV1,http://113.120.46.204:8123/udp/239.21.1.1:5002
CCTV1,http://113.13.243.53:4022/udp/239.81.0.102:4056
CCTV1,http://113.13.243.53:4022/udp/239.81.0.13:4056
CCTV1,http://113.218.188.42:9901/tsfile/live/0001_1.m3u8
CCTV1,http://114.243.106.165:8888/rtp/239.3.1.129:8008
CCTV1,http://114.243.97.208:8822/rtp/239.3.1.129:8008
CCTV1,http://114.246.180.128:4022/rtp/239.3.1.129:8008
CCTV1,http://114.246.97.142:4000/rtp/239.3.1.129:8008
CCTV1,http://114.253.253.97:4001/rtp/239.3.1.129:8008
CCTV1,http://115.234.227.164:8808/udp/233.50.200.99:5140
CCTV1,http://115.48.60.133:9901/tsfile/live/0001_1.m3u8
CCTV1,http://115.48.63.30:9901/tsfile/live/0001_1.m3u8
CCTV1,http://117.72.68.25:9930/migu.php?id=cctv1
CCTV1,http://118.255.77.14:8887/udp/239.76.253.151:9000
CCTV1,http://118.81.107.31:9999/tsfile/live/0001_1.m3u8
CCTV1,http://121.18.43.254:10000/hls/1/index.m3u8
CCTV1,http://121.24.99.168:8090/hls/9/index.m3u8
CCTV1,http://122.247.121.96:9999/udp/233.50.200.130:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.200.143:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.200.247:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.200.99:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.118:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.1:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.222:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.226:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.31:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.54:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.88:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.92:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.94:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.95:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.96:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.97:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.201.99:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.202.21:5140
CCTV1,http://122.247.121.96:9999/udp/233.50.202.22:5140
CCTV1,http://123.113.149.152:3568/rtp/239.3.1.129:8008
CCTV1,http://123.113.176.137:9000/rtp/239.3.1.129:8008
CCTV1,http://123.118.226.59:9090/rtp/239.3.1.129:8008
CCTV1,http://123.122.162.250:19999/rtp/239.3.1.129:8008
CCTV1,http://123.122.162.250:19999/rtp/239.3.1.1:8000
CCTV1,http://125.109.8.221:9999/udp/233.50.200.130:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.200.143:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.200.247:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.200.99:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.118:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.1:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.222:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.226:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.31:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.54:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.88:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.92:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.94:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.95:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.96:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.97:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.201.99:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.202.21:5140
CCTV1,http://125.109.8.221:9999/udp/233.50.202.22:5140
CCTV1,http://125.121.114.162:4022/rtp/233.50.201.118:5140
CCTV1,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8
CCTV1,http://150.138.8.143/00/SNM/CHANNEL00000311/index.m3u8
CCTV1,http://171.213.129.144:4022/udp/239.93.0.184:5140
CCTV1,http://175.10.35.133:4502/udp/239.76.246.151:1234
CCTV1,http://175.10.35.133:4502/udp/239.76.253.151:9000
CCTV1,http://175.147.87.248:8888/rtp/232.0.0.27:1234
CCTV1,http://180.141.200.139:4022/udp/239.81.0.102:4056
CCTV1,http://180.141.200.139:4022/udp/239.81.0.13:4056
CCTV1,http://180.158.164.233:8888/udp/239.45.3.145:5140
CCTV1,http://180.158.191.162:9999/udp/239.45.3.145:5140
CCTV1,http://182.104.192.98:8180/TV00000000000000000047@HHZT
CCTV1,http://182.92.109.190:1668/migu720/migu720.php?id=cctv1
CCTV1,http://183.7.117.206:8088/udp/239.77.0.129:5146
CCTV1,http://183.7.117.206:8088/udp/239.77.0.86:5146
CCTV1,http://183.7.117.206:8088/udp/239.77.1.144:5146
CCTV1,http://183.7.117.206:8088/udp/239.77.1.17:5146
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8
CCTV1,http://218.68.54.141:8888/udp/225.1.1.120:5002
CCTV1,http://221.217.54.246:8686/rtp/239.3.1.129:8008
CCTV1,http://221.221.151.0:8888/rtp/239.3.1.129:8008
CCTV1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://27.10.78.25:8010/udp/225.0.4.74:7980
CCTV1,http://27.11.249.59:8005/udp/225.0.4.74:7980
CCTV1,http://27.11.53.165:8005/udp/225.0.4.74:7980
CCTV1,http://27.11.58.63:8005/udp/225.0.4.74:7980
CCTV1,http://27.151.176.131:4022/rtp/239.61.3.60:9878
CCTV1,http://27.151.176.131:4022/rtp/239.61.3.61:9884
CCTV1,http://27.41.245.129:9003//hls/4/index.m3u8
CCTV1,http://27.41.246.172:9003//hls/4/index.m3u8
CCTV1,http://36.35.16.98:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://47.102.200.34:18081/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV1,http://58.41.27.144:18888/udp/239.45.3.145:5140
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV1,http://60.26.62.138:4022/rtp/225.1.1.120:5002
CCTV1,http://61.163.181.78:9901/tsfile/live/0001_1.m3u8
CCTV1,http://61.55.46.35:4022/rtp/239.253.92.83:8012
CCTV1,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225816/main.m3u8
CCTV1,http://[2409:8087:1a01:df::4060]/TVOD/88888888/224/3221226119/main.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226016/2.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV1,http://[2409:8087:1a0a:df::4031]:80/wh7f454c46tw705163907_345094122/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?icpid=88888888&RTS=1713967534&from=4&hms_devid=1143&online=1713967534&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]/wh7f454c46tw3252572940_-481357165/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8?icpid=3&RTS=1668593752&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0a_80&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/wh7f454c46tw1527557465_-1431215922/ott.mobaibox.com/PLTV/3/224/3221227375/index.m3u8?icpid=3&RTS=1674385937&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/wh7f454c46tw1528000783_-231655737/ott.mobaibox.com/PLTV/3/224/3221228049/index.m3u8?icpid=3&RTS=1674385938&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw1750297731_174117004/ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8?icpid=3&RTS=1674386160&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/wh7f454c46tw1750497522_339657307/ott.mobaibox.com/PLTV/3/224/3221227739/index.m3u8?icpid=3&RTS=1674386160&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3964691378_-587544707/ott.mobaibox.com/PLTV/3/224/3221227462/index.m3u8?icpid=3&RTS=1674379785&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec0d_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3964843858_1182658871/ott.mobaibox.com/PLTV/3/224/3221227634/index.m3u8?icpid=3&RTS=1674379785&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0f_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/wh7f454c46tw3964515718_-284491133/ott.mobaibox.com/PLTV/3/224/3221227431/index.m3u8?icpid=3&RTS=1674379784&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec14_80&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y
CCTV1,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010144/
CCTV1,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010144/
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000018602/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000021973/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265001/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000001000004953/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000002226/
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000002226/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030810/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8?
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/index.m3u8
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226153/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226670/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226733/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]/270000001128/9900000001/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002133/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226153/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226733/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000001/index.m3u8
CCTV1,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002133/index.m3u8
CCTV1,http://[2409:8087:74d9:21::9]/270000001128/index.m3u8?cmcc_cid=9900000001
CCTV1,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000001/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000017
CCTV1,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000501/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000501
CCTV1,http://dd.ddzb.fun/php/migu.php?id=cctv1
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.60:9878
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602
CCTV1,http://gzly.hkychina.com:6003/udp/239.252.219.200:5140
CCTV1,http://iptvcyp.top:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://kxrj.site:998/123/mg.php?id=cctv1
CCTV1,http://nas.hssvm.com:8888/udp/225.1.1.120:5002
CCTV1,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv1
CCTV1,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000501
CCTV1,http://ttkx.live:55/lib/aikan.php?id=cctv1
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV1,http://ygbh666.cn/aikmigu.php?id=cctv1
CCTV1,http://zbdl.jsonjk.top/MGDL/ZBmgDL.php?id=cctv1
CCTV1,p3p://108.181.32.169:28946/64260c74000c73e9edfa2a0e354364a8
CCTV1,rtp://239.3.1.129:8008
CCTV1-4K,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8
CCTV10 (1080p),http://bl.dchwtq.asia:10000/rtp/239.69.1.105:10268
CCTV10,P2p://generationnexxxt.com:19806/d57481ce990f40b1afe524a7a81a610b
CCTV10,http://1.25.90.53:4022/udp/239.125.2.61:4120
CCTV10,http://1.83.124.181:8888/rtp/239.112.205.86:5140
CCTV10,http://101.65.32.166:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://106.120.14.74:2333/udp/225.1.8.10:8116
CCTV10,http://110.178.52.111:8085/udp/239.1.1.17:8017
CCTV10,http://110.7.130.160:8096/tsfile/live/0010_1.m3u8
CCTV10,http://111.123.105.133:8881/rtp/238.255.2.13:5999
CCTV10,http://111.193.225.167:8888/rtp/239.3.1.63:8116
CCTV10,http://111.199.232.88:18888/rtp/239.3.1.63:8116
CCTV10,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000010000016738/1.m3u8?channelid=bestzb&Contentid=5000000010000016738&livemode=1&stbId=3
CCTV10,http://113.109.251.4:9999/udp/239.77.1.113:5146
CCTV10,http://113.120.46.204:8123/udp/239.21.1.11:5002
CCTV10,http://113.120.46.204:8123/udp/239.21.1.155:5002
CCTV10,http://113.13.243.53:4022/udp/239.81.0.22:4056
CCTV10,http://114.243.106.165:8888/rtp/239.3.1.63:8116
CCTV10,http://114.243.156.93:8888/rtp/239.3.1.63:8116
CCTV10,http://114.243.97.208:8822/rtp/239.3.1.63:8116
CCTV10,http://114.246.180.128:4022/rtp/239.3.1.63:8116
CCTV10,http://114.246.97.142:4000/rtp/239.3.1.63:8116
CCTV10,http://114.253.253.97:4001/rtp/239.3.1.63:8116
